,url,start_time,end_time,class_label
6933,4rTGBzLJIPA, 30.000, 40.000,Humans
6934,9mqwX5Em0sU, 30.000, 40.000,Humans
6935,3LtXdLRTL5U, 0.000, 10.000,Humans
6936,lt06NEvwh-Q, 0.000, 10.000,Humans
6937,nNOS7G2o3KQ, 30.000, 40.000,Humans
6938,ioWHEYC6EQU, 30.000, 40.000,Humans
6939,gLeexXEy7zM, 0.000, 7.000,Humans
6940,G1f4rz4rYPo, 10.000, 20.000,Humans
6941,Fz5PhC7dgt4, 70.000, 80.000,Humans
6942,ztfw1n_JQrQ, 60.000, 70.000,Humans
6943,32vsnoyPIxA, 20.000, 30.000,Humans
6944,hBR0jNxzbQI, 100.000, 110.000,Humans
6945,VwItijCYEkM, 70.000, 80.000,Humans
6946,GeTT-ldZ63w, 90.000, 100.000,Humans
6947,NTIiieep5bE, 510.000, 520.000,Humans
6948,TUDw9NaePn4, 50.000, 60.000,Humans
6949,1LK0fmgvIcg, 270.000, 280.000,Humans
6950,dKv6ThIQaqM, 40.000, 50.000,Humans
6951,OLgRy1_sZgI, 230.000, 240.000,Humans
6952,sizpOE1OpCI, 30.000, 40.000,Humans
6953,5ozOm1ea5h8, 16.000, 26.000,Humans
6954,COah3W9pM5s, 0.000, 10.000,Humans
6955,TBc0FmImQYo, 20.000, 30.000,Humans
6956,68eMtpUW8HA, 70.000, 80.000,Humans
6957,yQ2JXze0lYY, 40.000, 50.000,Humans
6958,YdNoMh-N3Qw, 70.000, 80.000,Humans
6959,ZrlMLBE5E8g, 50.000, 60.000,Humans
6960,nkelyUTLUoY, 70.000, 80.000,Humans
6961,-37slAvDsE8, 30.000, 40.000,Humans
6962,ZA2MDCxL61M, 180.000, 190.000,Humans
6963,CWACwP-cvNI, 80.000, 90.000,Humans
6964,hOpelbSXYi0, 290.000, 300.000,Humans
6965,8T_RKA_Z2GY, 160.000, 170.000,Humans
6966,p8B2CG_0W14, 40.000, 50.000,Humans
6967,7Q9PIzZDKFA, 50.000, 60.000,Humans
6968,ajQixfEot-c, 30.000, 40.000,Humans
6969,XUUVwuAZ1Vc, 0.000, 10.000,Humans
6970,LjcAcmIltkw, 0.000, 10.000,Humans
6971,5XjM29CZQbY, 30.000, 40.000,Humans
6972,8LXnjCPur3k, 30.000, 40.000,Humans
6973,D5t6El5rQcE, 30.000, 40.000,Humans
6974,04A1LJjDE-U, 0.000, 9.000,Humans
6975,yrQmFx0XFpI, 30.000, 40.000,Humans
6976,ebxtBK2jhlE, 0.000, 10.000,Humans
6977,oc7e7ZrQVBQ, 450.000, 460.000,Humans
6978,hHrmkXcVQSk, 90.000, 100.000,Humans
6979,6pkHt4s3pa0, 30.000, 40.000,Humans
6980,NG4CdTzBZ9Q, 180.000, 190.000,Humans
6981,0R9eFhstepo, 30.000, 40.000,Humans
6982,aeU7iVPIzMc, 160.000, 170.000,Humans
6983,3BAPfmUbev0, 30.000, 40.000,Humans
6984,MFJ198Kyb50, 60.000, 70.000,Humans
6985,LD5z0OTLf3o, 180.000, 190.000,Humans
6986,3XuyGJqaXv8, 16.000, 26.000,Humans
6987,vvCNfC9NvOA, 30.000, 40.000,Humans
6988,Md7iSaY3RUI, 10.000, 20.000,Humans
6989,C0Rv9M0Rn0U, 500.000, 510.000,Humans
6990,MXxm8NorRjs, 30.000, 40.000,Humans
6991,3DOIkBRXnt4, 3.000, 13.000,Humans
6992,zJxqIiKd3wM, 310.000, 320.000,Humans
6993,NiKigL6g3hU, 30.000, 40.000,Humans
6994,kYAdbWEijqc, 90.000, 100.000,Humans
6995,-G7eX4G5Frc, 60.000, 70.000,Humans
6996,R-YyfRx3MIU, 30.000, 40.000,Humans
6997,CrIu_VYJ9s8, 30.000, 40.000,Humans
6998,1MV3D24FX_U, 150.000, 160.000,Humans
6999,2e39TNU5wJo, 60.000, 70.000,Humans
7000,JS1q1koMdV4, 30.000, 40.000,Humans
7001,1J4UzUIZ3KI, 100.000, 110.000,Humans
7002,DIP-1aKU0XI, 310.000, 320.000,Humans
7003,Mn-d5PassnU, 30.000, 40.000,Humans
7004,vySxRmN6NhI, 0.000, 10.000,Humans
7005,8BCFwnHSBj0, 10.000, 20.000,Humans
7006,3qFbezxJVdI, 0.000, 10.000,Humans
7007,Cpvnl1YXHBk, 30.000, 40.000,Humans
7008,HG46THZ2N9U, 70.000, 80.000,Humans
7009,zwOX01BXLoM, 430.000, 440.000,Humans
7010,hcrgaQC7q24, 330.000, 340.000,Humans
7011,-2bEICf2gxU, 30.000, 40.000,Humans
7012,BJhI_w4tGTc, 30.000, 40.000,Humans
7013,3TvRSKP_uyU, 30.000, 40.000,Humans
7014,vBjQBW4I4bc, 580.000, 590.000,Humans
7015,jCo_w95Dggw, 340.000, 350.000,Humans
7016,sEoC-ngeb6A, 12.000, 22.000,Humans
7017,Fpndrh3liRI, 120.000, 130.000,Humans
7018,8npLP39bADE, 260.000, 270.000,Humans
7019,bP_XM7MYkX8, 240.000, 250.000,Humans
7020,5pn683a8oHo, 30.000, 40.000,Humans
7021,E4UAwhrHRXM, 90.000, 100.000,Humans
7022,7RYsO0HWXEg, 28.000, 38.000,Humans
7023,-ggvYF8vsWQ, 30.000, 40.000,Humans
7024,SBCerpvbi-s, 70.000, 80.000,Humans
7025,YTFXW4BFpPE, 60.000, 70.000,Humans
7026,e01e5zii6mg, 30.000, 40.000,Humans
7027,Tq3tRSNJu2Q, 150.000, 160.000,Humans
7028,a3H0dKYw1U4, 80.000, 90.000,Humans
7029,kAQCrzaOssc, 0.000, 10.000,Humans
7030,rsq_FBarvhE, 30.000, 40.000,Humans
7031,3h6IJ52q4CY, 30.000, 40.000,Humans
7032,_aDvNUw7U8w, 60.000, 70.000,Humans
7033,c-tFgsSD_j8, 90.000, 100.000,Humans
7034,YHMDW0TDIZc, 170.000, 180.000,Humans
7035,xJr65lGKgyg, 120.000, 130.000,Humans
7036,8rbsAMywxCA, 430.000, 440.000,Humans
7037,pGZwS9rMKaw, 330.000, 340.000,Humans
7038,yi-UpqpqI2w, 180.000, 190.000,Humans
7039,IJiZECglkJM, 30.000, 40.000,Humans
7040,ZPKkKDxlX7I, 120.000, 130.000,Humans
7041,neWWYkr8VGA, 10.000, 20.000,Humans
7042,FyKKdn4DHI8, 30.000, 40.000,Humans
7043,4wojuq4k9g0, 30.000, 40.000,Humans
7044,NKhUwW1NhQs, 190.000, 200.000,Humans
7045,-oeDGH2AkTY, 30.000, 40.000,Humans
7046,gibNP9KyLHU, 30.000, 40.000,Humans
7047,UVQq9ZJmjbQ, 0.000, 10.000,Humans
7048,Oj_ge-WoUyc, 40.000, 50.000,Humans
7049,qxJsBJeVw80, 21.000, 31.000,Humans
7050,NNBsbWQlsYU, 90.000, 100.000,Humans
7051,1eX3als-zHQ, 30.000, 40.000,Humans
7052,218eyH37rxs, 30.000, 40.000,Humans
7053,pV0cB6EBe8A, 40.000, 50.000,Humans
7054,cpixf5uFNwM, 30.000, 40.000,Humans
7055,-C058ebTtP4, 10.000, 20.000,Humans
7056,ZWFqXxMkH6o, 270.000, 280.000,Humans
7057,OdK_zKjBF5E, 30.000, 40.000,Humans
7058,w64j9WLL6Jc, 30.000, 40.000,Humans
7059,2baPcmDSupM, 30.000, 40.000,Humans
7060,LV3W1qt8IUk, 20.000, 30.000,Humans
7061,Ng70LeJWu4E, 120.000, 130.000,Humans
7062,7Rc9bJ9we7U, 0.000, 10.000,Humans
7063,ghQieVgth8Y, 28.000, 38.000,Humans
7064,YxUnv74xMa8, 20.000, 30.000,Humans
7065,523wjVpqQGU, 30.000, 40.000,Humans
7066,1TMPT2HvNxE, 10.000, 20.000,Humans
7067,5ujQwRfpek4, 0.000, 10.000,Humans
7068,8-D8WHS44Ik, 370.000, 380.000,Humans
7069,Cvy3ytljAmM, 30.000, 40.000,Humans
7070,vEA66wjpIRg, 230.000, 240.000,Humans
7071,5aygPu5wfKw, 30.000, 40.000,Humans
7072,o11nhQnCFRs, 390.000, 400.000,Humans
7073,BWFubeZlSdU, 0.000, 10.000,Humans
7074,5EJFDquVgaE, 30.000, 40.000,Humans
7075,_KaxadFxdAA, 20.000, 30.000,Humans
7076,st5eA4s74fg, 30.000, 40.000,Humans
7077,ZvHig2fX_9k, 30.000, 40.000,Humans
7078,FbVxtQLZT1U, 30.000, 40.000,Humans
7079,ua4fElcPC8k, 100.000, 110.000,Humans
7080,Kfe3ifZVbCU, 0.000, 10.000,Humans
7081,z97zqNBqbiY, 20.000, 30.000,Humans
7082,19MhYiUpcfw, 270.000, 280.000,Humans
7083,ka0d8M2ONXk, 30.000, 40.000,Humans
7084,tKhlt4gAF18, 10.000, 20.000,Humans
7085,qSxhwoX1xAs, 60.000, 70.000,Humans
7086,6FHRKHcIoj4, 30.000, 40.000,Humans
7087,5cPbu3oRSMM, 30.000, 40.000,Humans
7088,1v7rUl3JWkE, 30.000, 40.000,Humans
7089,5FzNf0uzOY4, 30.000, 40.000,Humans
7090,4VanATaw-yU, 520.000, 530.000,Humans
7091,ARyhEbmqxj0, 110.000, 120.000,Humans
7092,QikDHI291OE, 380.000, 390.000,Humans
7093,sLByMB26arQ, 30.000, 40.000,Humans
7094,0879GtGgcXE, 170.000, 180.000,Humans
7095,-PUjIHCgcZU, 30.000, 40.000,Humans
7096,OfZE0ZUxgaE, 70.000, 80.000,Humans
7097,Fs_ae6z0tiw, 80.000, 90.000,Humans
7098,5zOyibitVqg, 140.000, 150.000,Humans
7099,CU0kyxIiIC0, 4.000, 14.000,Humans
7100,iFwFEs2ojCA, 150.000, 160.000,Humans
7101,w6cMmDqpys0, 30.000, 40.000,Humans
7102,kvXVkZD6vOs, 100.000, 110.000,Humans
7103,w9MzZYzn5Do, 190.000, 200.000,Humans
7104,57tiCyf2Y5M, 30.000, 40.000,Humans
7105,BXlT1rZkufc, 30.000, 40.000,Humans
7106,M2GOhD959ic, 30.000, 40.000,Humans
7107,0DwzgLR_LYU, 30.000, 40.000,Humans
7108,ctU9pP86Kpw, 40.000, 50.000,Humans
7109,AKm1LNhAH-I, 30.000, 40.000,Humans
7110,RMSJ9lFlKXw, 210.000, 220.000,Humans
7111,0UGrxGya-Vw, 30.000, 40.000,Humans
7112,C9oVZvVNVZ0, 30.000, 40.000,Humans
7113,CxpUnc8br6Q, 30.000, 40.000,Humans
7114,6LcWgOugBxE, 320.000, 330.000,Humans
7115,iK0IH6u-0PM, 390.000, 400.000,Humans
7116,_kdTgjpFWC4, 340.000, 350.000,Humans
7117,yMrEzRsyoLg, 110.000, 120.000,Humans
7118,GLR4nrmAE_s, 20.000, 30.000,Humans
7119,O0RI6PZB2gE, 590.000, 600.000,Humans
7120,9-dYgjCtOhM, 210.000, 220.000,Humans
7121,SNsIrLksqfc, 20.000, 30.000,Humans
7122,FtVE-YQV2-k, 30.000, 40.000,Humans
7123,LZD-jSPsQJM, 90.000, 100.000,Humans
7124,3Pcxh4kDi2s, 30.000, 40.000,Humans
7125,Hxx8zHmvO_o, 190.000, 200.000,Humans
7126,ofKHMrZIzTE, 25.000, 35.000,Humans
7127,rwoumsw327g, 30.000, 40.000,Humans
7128,qm1GdD1j3q0, 20.000, 30.000,Humans
7129,Wn6hK20p7As, 60.000, 70.000,Humans
7130,oPiG3ZfnvzA, 30.000, 40.000,Humans
7131,1yNDb8rBUgg, 30.000, 40.000,Humans
7132,K7Os0WAhOjs, 30.000, 40.000,Humans
7133,DyoJ5HW3oBA, 40.000, 50.000,Humans
7134,F6WWQfaCkEs, 70.000, 80.000,Humans
7135,xFj7kIyBqbY, 30.000, 40.000,Humans
7136,0uvXyxxM1v0, 30.000, 40.000,Humans
7137,RzxOif-w7mE, 0.000, 10.000,Humans
7138,unRgnjaUj3g, 80.000, 90.000,Humans
7139,w8ed7I38k20, 250.000, 260.000,Humans
7140,J6lu1Hk1OtE, 50.000, 60.000,Humans
7141,C5qx6aeBgG8, 30.000, 40.000,Humans
7142,kYYQ3Dsy4g0, 520.000, 530.000,Humans
7143,JFbiDQ04DeQ, 60.000, 70.000,Humans
7144,pRM_L2t9uNg, 550.000, 560.000,Humans
7145,M6XRG6vpTEA, 120.000, 130.000,Humans
7146,cYLAoqjdggQ, 110.000, 120.000,Humans
7147,6BEKp94Vb3Y, 13.000, 23.000,Humans
7148,MYfZEkte08g, 70.000, 80.000,Humans
7149,P2a1NZppZgM, 20.000, 30.000,Humans
7150,-rtTgvftTM8, 23.000, 33.000,Humans
7151,yUg0BSXMZSA, 270.000, 280.000,Humans
7152,eR52gb_3NLI, 390.000, 400.000,Humans
7153,9mq8S2Pt0Iw, 520.000, 530.000,Humans
7154,p4a3cAx-g4M, 110.000, 120.000,Humans
7155,BR8hJT3hA-M, 30.000, 40.000,Humans
7156,g8DS5JlsPH8, 10.000, 20.000,Humans
7157,EfMsS9KMhFc, 30.000, 40.000,Humans
7158,Buws1tL2u4k, 190.000, 200.000,Humans
7159,xGln6P63mbc, 150.000, 160.000,Humans
7160,8ZDJ_SUFT5A, 30.000, 40.000,Humans
7161,KH1QZcBaEK4, 10.000, 20.000,Humans
7162,niou1pFGCv0, 20.000, 30.000,Humans
7163,-BZX7wwkNQ0, 30.000, 40.000,Humans
7164,MyqCzeGRhNM, 30.000, 40.000,Humans
7165,wl-0CX33dDU, 10.000, 20.000,Humans
7166,wv1j0XLcMGI, 10.000, 20.000,Humans
7167,32IGgUxuclU, 20.000, 30.000,Humans
7168,A04EuvwOG2Y, 90.000, 100.000,Humans
7169,2-V0UL2BNMc, 130.000, 140.000,Humans
7170,DPzxu81-d_U, 28.000, 38.000,Humans
7171,b0PxGVzvWkI, 30.000, 40.000,Humans
7172,IXdUeRzSnj4, 30.000, 40.000,Humans
7173,W2rVzaE6yro, 20.000, 30.000,Humans
7174,keA84fptbIU, 80.000, 90.000,Humans
7175,ELXaiW3GNkI, 30.000, 40.000,Humans
7176,WEbqjWtvCVo, 40.000, 50.000,Humans
7177,ZbLdFAvkZZg, 70.000, 80.000,Humans
7178,Oi6z7DQqUqg, 7.000, 17.000,Humans
7179,kweDbRhIsi0, 10.000, 20.000,Humans
7180,w8VlbvNktl4, 130.000, 140.000,Humans
7181,mkvn-F8SerU, 560.000, 570.000,Humans
7182,RqN_9BxPqeU, 120.000, 130.000,Humans
7183,tjPpxQkO2sg, 160.000, 170.000,Humans
7184,ggKS9R64tRI, 0.000, 10.000,Humans
7185,Z2u-NO5tAAQ, 70.000, 80.000,Humans
7186,BzHaw6RA3UA, 370.000, 380.000,Humans
7187,sqYMZL22sd8, 0.000, 10.000,Humans
7188,0-xYPXnSNy4, 50.000, 60.000,Humans
7189,8ZRbjATf8lo, 230.000, 240.000,Humans
7190,tObkrIz7GQg, 0.000, 10.000,Humans
7191,6tQXx6s1Oog, 80.000, 90.000,Humans
7192,VxyS7EK3y7w, 450.000, 460.000,Humans
7193,wb-eSv0rDMs, 30.000, 40.000,Humans
7194,0ss5tVqlDvU, 280.000, 290.000,Humans
7195,0cgiMj6GtGE, 30.000, 40.000,Humans
7196,0qJhynd_OkQ, 50.000, 60.000,Humans
7197,jSHHv1q0aWA, 30.000, 40.000,Humans
7198,-8ZL70CuMFo, 22.000, 32.000,Humans
7199,0eagova08zI, 10.000, 20.000,Humans
7200,600E0JaHpKA, 30.000, 40.000,Humans
7201,tAx3svAX6Tc, 0.000, 10.000,Humans
7202,NHwsZj6Qli8, 180.000, 190.000,Humans
7203,xkO7MLtml9M, 180.000, 190.000,Humans
7204,qVxRWqMjSb4, 30.000, 40.000,Humans
7205,31ZR-LROPaE, 30.000, 40.000,Humans
7206,hZU_JAAkMBM, 0.000, 10.000,Humans
7207,aRwQC9U3e1M, 180.000, 190.000,Humans
7208,Immt4Y5LP58, 160.000, 170.000,Humans
7209,05ME4vXtd-A, 30.000, 40.000,Humans
7210,tmRA-2ZJxCg, 200.000, 210.000,Humans
7211,1ibzr5ipfM4, 60.000, 70.000,Humans
7212,wJpmCiK8-Ow, 30.000, 40.000,Humans
7213,A2vJtfLbaTU, 30.000, 40.000,Humans
7214,Pon9tXtren4, 100.000, 110.000,Humans
7215,-2TBzNIa7Ns, 20.000, 30.000,Humans
7216,g3DoT_yH88w, 21.000, 31.000,Humans
7217,bDN_i-OGHJo, 70.000, 80.000,Humans
7218,-dU6W5dWT3I, 30.000, 40.000,Humans
7219,jP8vqBTmLwI, 380.000, 390.000,Humans
7220,TvHWdow6jT8, 180.000, 190.000,Humans
7221,DPpQpDpBZjM, 170.000, 180.000,Humans
7222,-cTS2jO_tTU, 30.000, 40.000,Humans
7223,3wtzojqCp2s, 430.000, 440.000,Humans
7224,3_fhEvc_FZY, 30.000, 40.000,Humans
7225,FlYzfQnzgwg, 10.000, 20.000,Humans
7226,zLsE4dsirXQ, 110.000, 120.000,Humans
7227,uQEfwhiJD7Q, 17.000, 27.000,Humans
7228,Y7LYEd6bzI4, 470.000, 480.000,Humans
7229,f7mgLGtgoN8, 20.000, 30.000,Humans
7230,rK0PYG2MBUE, 90.000, 100.000,Humans
7231,MDZeTeN4I8I, 40.000, 50.000,Humans
7232,0oVU5goiCy0, 30.000, 40.000,Humans
7233,ypneXDYZVxU, 480.000, 490.000,Humans
7234,JLX97fkgBXs, 170.000, 180.000,Humans
7235,06d7v5q5Lww, 30.000, 40.000,Humans
7236,0AILQVaXBW8, 20.000, 30.000,Humans
7237,OCKKwAQ9Xd0, 70.000, 80.000,Humans
7238,GWAGAYV532A, 100.000, 110.000,Humans
7239,_Qx1vzxlw2w, 70.000, 80.000,Humans
7240,mSk46Lwu_T0, 50.000, 60.000,Humans
7241,2TR3S-eZUPo, 30.000, 40.000,Humans
7242,9csrZcf9Ygo, 50.000, 60.000,Humans
7243,6WW_MnsNtuo, 30.000, 40.000,Humans
7244,jTZxXNZ2JOY, 0.000, 10.000,Humans
7245,95vXealr2tA, 30.000, 40.000,Humans
7246,anOnnI--NbQ, 110.000, 120.000,Humans
7247,WMea6g0pzbs, 40.000, 50.000,Humans
7248,I_QJA6c1pPg, 50.000, 60.000,Humans
7249,kDnFKhu3mZ4, 5.000, 15.000,Humans
7250,04x7FUHI3BI, 30.000, 40.000,Humans
7251,Oz0XttgM0Ig, 30.000, 40.000,Humans
7252,PU2r7GNhTAo, 250.000, 260.000,Humans
7253,8p_OQNXymTc, 20.000, 30.000,Humans
7254,MAm0HjtXXF4, 50.000, 60.000,Humans
7255,CkywUWLnYCA, 140.000, 150.000,Humans
7256,RiMLF-rPye0, 160.000, 170.000,Humans
7257,a_Oeg_3VFnk, 30.000, 40.000,Humans
7258,6bc95R_PnnI, 200.000, 210.000,Humans
7259,CrYyKwL5NEM, 30.000, 40.000,Humans
7260,yT86xGK54AQ, 17.000, 27.000,Humans
7261,vZBvcngwMVw, 130.000, 140.000,Humans
7262,IzujohZGWjI, 380.000, 390.000,Humans
7263,EolTib0I-u4, 30.000, 40.000,Humans
7264,8_CyTymGu4g, 510.000, 520.000,Humans
7265,PPc0_U2J-ow, 60.000, 70.000,Humans
7266,0HzqOXyUI3E, 30.000, 40.000,Humans
7267,QttMuCMPnNc, 70.000, 80.000,Humans
7268,FkR9Q0Kx3AY, 30.000, 40.000,Humans
7269,4lBcgIkI1Nk, 28.000, 38.000,Humans
7270,KVnn9xi_v2c, 50.000, 60.000,Humans
7271,MoyaAYkhhuU, 70.000, 80.000,Humans
7272,-B4f_O-wB_I, 340.000, 350.000,Humans
7273,KqO0n4jhBBw, 400.000, 410.000,Humans
7274,7p6eb6ev_CA, 13.000, 23.000,Humans
7275,obn-rjc-60I, 30.000, 40.000,Humans
7276,1N6OZ71Lvs0, 30.000, 40.000,Humans
7277,O0E1fdZ47Q4, 120.000, 130.000,Humans
7278,6AFCiDcmOnk, 460.000, 470.000,Humans
7279,HeyEUufWhnY, 30.000, 40.000,Humans
7280,ekGFK2tn8mY, 30.000, 40.000,Humans
7281,mrAI4n5dBaI, 20.000, 30.000,Humans
7282,ES5hJnaejko, 30.000, 40.000,Humans
7283,yawxy6KXhWc, 30.000, 40.000,Humans
7284,1O0nWgEa8_w, 30.000, 40.000,Humans
7285,2DLBiIXEX7s, 80.000, 90.000,Humans
7286,7MZu1f61AVU, 30.000, 40.000,Humans
7287,NpD51hXmddo, 120.000, 130.000,Humans
7288,c6-jE9SxobA, 50.000, 60.000,Humans
7289,Z0iFJfi_tpc, 370.000, 380.000,Humans
7290,nM5_EzXF9HQ, 270.000, 280.000,Humans
7291,w3upXlV07s8, 60.000, 70.000,Humans
7292,agYs5bXZWdc, 24.000, 34.000,Humans
7293,4toLLNZr8wE, 16.000, 26.000,Humans
7294,XKci--V_72g, 280.000, 290.000,Humans
7295,sqvews2f0SY, 220.000, 230.000,Humans
7296,YCgpWfJqhKU, 30.000, 40.000,Humans
7297,wbQHEFa-jN8, 220.000, 230.000,Humans
7298,P6AxpKnSFL8, 30.000, 40.000,Humans
7299,rHvF7xUG0Kc, 270.000, 280.000,Humans
7300,_Hx1EptxTkg, 30.000, 40.000,Humans
7301,ylzNyQJ9AJk, 140.000, 150.000,Humans
7302,sofoU8_nFIU, 40.000, 50.000,Humans
7303,ay3v_unmZ1I, 20.000, 30.000,Humans
7304,MLlzYU87Uos, 30.000, 40.000,Humans
7305,HGZM-EATTpQ, 30.000, 40.000,Humans
7306,bGGZK5TXmEk, 580.000, 590.000,Humans
7307,I7PA9Ijm8Sw, 30.000, 40.000,Humans
7308,BaY6UP4xNys, 8.000, 18.000,Humans
7309,W-ZAblI8nMU, 30.000, 40.000,Humans
7310,cMgitphHPGo, 0.000, 10.000,Humans
7311,1VcY1o72HeI, 30.000, 40.000,Humans
7312,jnOAqFr5uGo, 70.000, 80.000,Humans
7313,h4cQDOwxUf0, 100.000, 110.000,Humans
7314,If2zNJ2ZtN8, 0.000, 10.000,Humans
7315,9iB43IVxVZw, 30.000, 40.000,Humans
7316,tXv76J80DZQ, 0.000, 10.000,Humans
7317,jrb8MCpmaXQ, 30.000, 40.000,Humans
7318,EF8hpFJmug8, 50.000, 60.000,Humans
7319,DibpTWxpqTA, 30.000, 40.000,Humans
7320,mPc84ZLSKr8, 140.000, 150.000,Humans
7321,7TXKWDenzFQ, 18.000, 28.000,Humans
7322,z3mpqLnSY1Y, 30.000, 40.000,Humans
7323,cCWpq_qj0lE, 110.000, 120.000,Humans
7324,Icmt7VUyeFM, 580.000, 590.000,Humans
7325,-mgzHv_xXjU, 30.000, 40.000,Humans
7326,NWSr_j2sMUI, 40.000, 50.000,Humans
7327,M6pii3pX9jU, 110.000, 120.000,Humans
7328,abprodLoSBY, 10.000, 20.000,Humans
7329,Rd5cTWVrRj4, 30.000, 40.000,Humans
7330,ENNYDLdC4CQ, 0.000, 10.000,Humans
7331,3fbntFHT5eQ, 30.000, 40.000,Humans
7332,ZPj6MfzTrRg, 80.000, 90.000,Humans
7333,FDus-5u2blg, 30.000, 40.000,Humans
7334,WM3EfymbNXk, 10.000, 20.000,Humans
7335,OkXhPNSfpKE, 170.000, 180.000,Humans
7336,A8E8muOKecY, 30.000, 40.000,Humans
7337,Gm54uvMu8Qo, 0.000, 10.000,Humans
7338,igDR2Q9F5EY, 30.000, 40.000,Humans
7339,Oj5OMFJDfSs, 0.000, 10.000,Humans
7340,0liDDj7bOGo, 180.000, 190.000,Humans
7341,SeC1BrWPP5o, 16.000, 26.000,Humans
7342,DAlxeX6MOIo, 140.000, 150.000,Humans
7343,aQahzCG1Fuc, 30.000, 40.000,Humans
7344,Q3C3cjFergY, 30.000, 40.000,Humans
7345,gboIGwboixk, 70.000, 80.000,Humans
7346,4E67wk9tIuQ, 30.000, 40.000,Humans
7347,UK6WbwUrUO8, 0.000, 10.000,Humans
7348,fbwVuJnURnw, 230.000, 240.000,Humans
7349,-BF5MwxM3iY, 30.000, 40.000,Humans
7350,CVJlgpBoeVE, 30.000, 40.000,Humans
7351,AxFk-K3XVS8, 30.000, 40.000,Humans
7352,Jc2PMo_eP7k, 20.000, 30.000,Humans
7353,1GAGTmrokiU, 30.000, 40.000,Humans
7354,YknLTzdMrrc, 450.000, 460.000,Humans
7355,-sNxhzmHlFE, 30.000, 40.000,Humans
7356,4w-DIzqsp54, 30.000, 40.000,Humans
7357,2SflQP2nOTI, 30.000, 40.000,Humans
7358,3V0HzJNkPUA, 15.000, 25.000,Humans
7359,90A9wWRf4AU, 30.000, 40.000,Humans
7360,8CQ5XmJUQtY, 30.000, 40.000,Humans
7361,RY0BQRF-Dbw, 40.000, 50.000,Humans
7362,2TUEvj5YZqw, 30.000, 40.000,Humans
7363,kAoNK6iGOU4, 12.000, 22.000,Humans
7364,lsOREzxyWJY, 20.000, 30.000,Humans
7365,49YZ_TWgJAI, 30.000, 40.000,Humans
7366,40ZrfcQ0Cr0, 30.000, 40.000,Humans
7367,RXguH3lVUrM, 30.000, 40.000,Humans
7368,11SbWTMxxp4, 30.000, 40.000,Humans
7369,EEFCsrxSlVI, 90.000, 100.000,Humans
7370,669Ny2CMJrs, 30.000, 40.000,Humans
7371,B0LmBczXQs0, 50.000, 60.000,Humans
7372,pJRTXwKCLvA, 70.000, 80.000,Humans
7373,FcHGZmoogAc, 100.000, 110.000,Humans
7374,43OsM04gfIA, 10.000, 20.000,Humans
7375,7za7WodvjPA, 30.000, 40.000,Humans
7376,eIq-eZNJMpA, 30.000, 40.000,Humans
7377,cr3miy5Ej1U, 120.000, 130.000,Humans
7378,Yk3dV_gEuHE, 250.000, 260.000,Humans
7379,KWqMp6dma4o, 80.000, 90.000,Humans
7380,Rl8gLsg7d_0, 30.000, 40.000,Humans
7381,IfSeMer-u9s, 30.000, 40.000,Humans
7382,dzLW8K7iS6g, 300.000, 310.000,Humans
7383,KY1ZTicJZfA, 30.000, 40.000,Humans
7384,mqvkO0lL0Eo, 460.000, 470.000,Humans
7385,j2v84ffA0k4, 30.000, 40.000,Humans
7386,agTKuA22cYk, 70.000, 80.000,Humans
7387,Hy8DRbPAnaI, 110.000, 120.000,Humans
7388,xFUfsLk7II0, 10.000, 20.000,Humans
7389,xUe_dbv5jzk, 70.000, 80.000,Humans
7390,MQQYyHzk6ys, 30.000, 40.000,Humans
7391,UTdCkqOYmVk, 0.000, 10.000,Humans
7392,5QF0gOEs4FU, 200.000, 210.000,Humans
7393,88id3bEvC4s, 0.000, 7.000,Humans
7394,8x-wp8iqU1E, 0.000, 10.000,Humans
7395,V3BDyfMB6xA, 360.000, 370.000,Humans
7396,RlJb9zIM1Fo, 70.000, 80.000,Humans
7397,0xFcvg-3TTE, 240.000, 250.000,Humans
7398,ESUnv47DeT4, 460.000, 470.000,Humans
7399,kWOLwS9v-I4, 3.000, 13.000,Humans
7400,urtAYvqbyZU, 300.000, 310.000,Humans
7401,XL4Zz0U29c8, 360.000, 370.000,Humans
7402,hs2M35WvZNk, 420.000, 430.000,Humans
7403,6pFNOd-DMJc, 110.000, 120.000,Humans
7404,Qp-cjsNLAnQ, 10.000, 20.000,Humans
7405,Ye4u4OwrAgg, 80.000, 90.000,Humans
7406,KIEmzfIQCnE, 40.000, 50.000,Humans
7407,dWjoGUkwO8M, 40.000, 50.000,Humans
7408,Ir0Q9haJWdk, 30.000, 40.000,Humans
7409,135zNKN44VU, 0.000, 10.000,Humans
7410,6VMAdJ6cvr0, 30.000, 40.000,Humans
7411,6-G2w2gQFlU, 30.000, 40.000,Humans
7412,jM0f5hy0_ho, 400.000, 410.000,Humans
7413,84NwJSoYZxo, 21.000, 31.000,Humans
7414,SRb10M37DSE, 10.000, 20.000,Humans
7415,BA-lFjpzad4, 30.000, 40.000,Humans
7416,27x7IqPOUBU, 30.000, 40.000,Humans
7417,Im1UwtffSmY, 30.000, 40.000,Humans
7418,0UsLClSu8Jo, 100.000, 110.000,Humans
7419,6dxvoFA1K6A, 30.000, 40.000,Humans
